context_id,id,context,claim,evidence_text,response_label,pronoun_info,referent_info
fdt__262___4,fdt__262___4--0,"[""I heard John Grisham is a good author. What kind of books does he write?"", ""It's a mystery to me, but he was a lawyer and and a representative from Missouri for a time."", ""Does he have any best sellers?"", ""I don't know that, either, but his first novel was A Time to Kill and came out in 1989."", ""That's sounds like a good one to start with. Have any of his books been made into movies?"", ""Yes, actually, his book \""The Firm\"" was adapted into a 1993 feature film of the same name, starring Tom Cruise!"", ""I love Tom Cruise movies! I wonder if he is still writing?"", ""I couldn't say, but there was also a TV series in 2012 that continued the story."", ""Well, that's good to know. I can't wait to start reading ''A Time to Kill''.""]","''A Time to Kill,'' is a great novel, I really recommend you read it.","His first novel, ''A Time to Kill,'' was published in June 1989, four years after he began writing it.",HALLUCINATION,"{""surface"": ""it"", ""span"": [66, 68]}","{""mentions"": [{""surface"": ""A Time to Kill"", ""span"": [3, 51, 65]}, {""surface"": ""A Time to Kill"", ""span"": [8, 59, 73]}]}"
fdt__266___0,fdt__266___0--0,"[""genghis khan did so much in history""]","exactly, He came to power by uniting his people",He came to power by uniting many of the nomadic tribes of Northeast Asia.,HALLUCINATION,"{""surface"": ""He"", ""span"": [9, 11]}","{""mentions"": [{""surface"": ""genghis khan"", ""span"": [0, 0, 12]}]}"
fdt__269___1,fdt__269___1--0,"[""I recently took up archery and I think I love it. Do you know anything about Archery?"", ""Archery is a sport/skill of using a bow to propel arrows."", ""And a great sport it is. Do you know where archery originated from?""]","It's a very old one, practiced for at least 10,000 years used for military or hunting in many cultures.","The bow and arrow are known to have been invented by the end of the Upper Paleolithic, and for at least 10,000 years archery was an important military and hunting skill, and features prominently in the mythologies of many cultures.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""archery"", ""span"": [0, 19, 26]}, {""surface"": ""Archery"", ""span"": [0, 77, 84]}, {""surface"": ""Archery"", ""span"": [1, 0, 7]}, {""surface"": ""archery"", ""span"": [2, 43, 50]}]}"
fdt__272___1,fdt__272___1--0,"[""I use social media a lot, but mainly Facebook and Twitter.  I have an Instagram account, but don't really understand why it's so popular."", ""Instagram is a photo sharing app and is used on mobile, the Internet, and desktop. The users can share pictures and videos."", ""That's what I don't get.  I can share pictures on Facebook with a narrative.  Instagram doesn't have much writing.  Is that what people want now?""]","Facebook actually owns Instagram, so I don't know why it wouldn't be a bit more similar in that area.",It is owned by Facebook.,HALLUCINATION,"{""surface"": ""it"", ""span"": [54, 56]}","{""mentions"": [{""surface"": ""Instagram"", ""span"": [0, 70, 79]}, {""surface"": ""Instagram"", ""span"": [1, 0, 9]}, {""surface"": ""Instagram"", ""span"": [2, 78, 87]}]}"
fdt__278___0,fdt__278___0--0,"[""I tried to learn snow skiing.  I just never did very well. So I don't like it""]",I have always enjoyed it.  I am not that good either.  Skiing has been around for over 5 thousand years,Skiing has a history of almost five millennia.,HALLUCINATION,"{""surface"": ""it"", ""span"": [22, 24]}","{""mentions"": [{""surface"": ""skiing"", ""span"": [0, 22, 28]}]}"
fdt__278___3,fdt__278___3--0,"[""I tried to learn snow skiing.  I just never did very well. So I don't like it"", ""I see, but skiing has around 5000 years of history."", ""That is a long time.  Was it invented in the Nordic countries?"", ""Modern skiing is traced back to Scandinavia.  However, there is evidence it was practiced in China many years before that"", ""China-that is interesting.  WHy are modern skis so long?"", ""I'm not sure why the narrow strips of materials are long but they're worn under the foot to glide over snow."", ""Were the Chinese skiis made the same way long ago? I think I would be better with snowshoes.""]",I believe that China used something more like a snowshoe.  It had a hardwood frame and lacings,Traditional snowshoes have a hardwood frame with rawhide lacings.,HALLUCINATION,"{""surface"": ""It"", ""span"": [59, 61]}","{""mentions"": [{""surface"": ""snowshoes"", ""span"": [6, 82, 91]}]}"
fdt__279___0,fdt__279___0--0,"[""My favortie color is green because it makes my eyes pop.""]",Green is the color between blue and yellow on the spectrum. It's so pretty.,Green is the color between blue and yellow on the visible spectrum.,HALLUCINATION,"{""surface"": ""It"", ""span"": [60, 62]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 21, 26]}]}"
fdt__283___0,fdt__283___0--0,"[""Have you ever seen The Walking Dead?""]",The American post-apocalyptic series? The one based on the comic book series by Robert Kirkman? Yes I love it! How about you?,"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",HALLUCINATION,"{""surface"": ""it"", ""span"": [107, 109]}","{""mentions"": [{""surface"": ""The Walking Dead"", ""span"": [0, 19, 35]}]}"
fdt__286___1,fdt__286___1--0,"[""Do you like American football?"", ""I'm a bot, so I can't watch football. I'm aware, however, that it involves two 11-player teams playing on a rectangular field."", ""Oh, OK. I love Washington Redskins.""]",Me too!! I live in DC so I'm a fan. They played more than 1000 games since 1932,"The Redskins have played more than 1,000 games since 1932, and are one of only five franchises in the NFL to record over 600 regular season and postseason wins, reaching that mark in 2015.",HALLUCINATION,"{""surface"": ""They"", ""span"": [36, 40]}","{""mentions"": [{""surface"": ""Washington Redskins"", ""span"": [2, 15, 34]}]}"
fdt__288___0,fdt__288___0--0,"[""I like reading. Harry Potter is one of my favorites""]",It is such a great work. i commend the British author J. K. Rowling on this. I love every part of the series.,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""Harry Potter"", ""span"": [0, 16, 28]}]}"
fdt__288___4,fdt__288___4--0,"[""I like reading. Harry Potter is one of my favorites"", ""Ah, cool. Did you know they were written by J. K. Rowling?"", ""Yes, it's such a long, intricate story. I'm blown away by her accomplishment."", ""Her books  won multiple awards, and sold more than 400 million copies."", ""That's astounding!"", ""They've also gained a wide adult audience, in addition to the younger readers."", ""I read it when I was young, and again as an adult. I enjoyed it both times!"", ""Nice! Over half a billion copies of the books have been sold, and they've even been translated to 73 languages."", ""I think it's the most re-readable series I've ever read""]",I once learnt she once cites several writers as influences in her creation. I wish i could know their names,Writer J. K. Rowling cites several writers as influences in her creation of her bestselling ''Harry Potter'' series.,HALLUCINATION,"{""surface"": ""she"", ""span"": [14, 17]}","{""mentions"": [{""surface"": ""J. K. Rowling"", ""span"": [1, 44, 57]}]}"
fdt__289___1,fdt__289___1--0,"[""What are some of John Grisham's movies?"", ""I'm not sure but I understand he was a writer and known for his legal thrillers."", ""Do you read any of his books?""]","I never have but I heard his books have been translated into 42 languages, I think he's a popular author.",His books have been translated into 42 languages and published worldwide.,HALLUCINATION,"{""surface"": ""he"", ""span"": [83, 85]}","{""mentions"":[{""surface"":""John Grisham"",""span"":[0,17,29]}]}"
fdt__291___1,fdt__291___1--0,"[""Do you like Nickelback? What can you tell me about him so I can be convinced to listen to his songs?"", ""Well, I can tell you that they're Canadian and they formed in 1995."", ""That's good to know, but what have they released?""]",They released The best of Nickelback and then vanished.,"Along with this, Nickelback also published two other albums which were a collection of their most well-known songs so far: ''Three-Sided Coin'' (2002) and ''The Best of Nickelback Volume 1'' (2013).",HALLUCINATION,"{""surface"": ""They"", ""span"": [0, 4]}","{""mentions"": [{""surface"": ""Nickelback"", ""span"": [0, 12, 22]}]}"
fdt__292___0,fdt__292___0--0,"[""Archery as in Robin Hood shooting the apple off somebody's head!  So exciting.""]","Yes, it was used historically for combat and hunting.","Historically, archery has been used for hunting and combat.",HALLUCINATION,"{""surface"": ""it"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""Archery"", ""span"": [0, 0, 7]}]}"
fdt__293___1,fdt__293___1--0,"[""Hi, do you know about Elvis Presley"", ""Hi, there! I know that Elvis Presley was a musician and an actor."", ""He seemed to be very popular.""]",Yeah ..He's referred to as the king of rock 'n' roll in the 80's,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ''King of Rock and Roll'' or simply ''the King''.",HALLUCINATION,"{""surface"": ""He"", ""span"": [7, 9]}","{""mentions"": [{""surface"": ""Elvis Presley"", ""span"": [0, 22, 35]}, {""surface"": ""Elvis Presley"", ""span"": [1, 23, 36]}]}"
fdt__293___4,fdt__293___4--0,"[""Hi, do you know about Elvis Presley"", ""Hi, there! I know that Elvis Presley was a musician and an actor."", ""He seemed to be very popular."", ""He's considered one of the 20th century's most important cultural figures."", ""okey ok..i dont know more about him...but heard his name.. will you help me with some more details on him"", ""Presley was born in Tupelo, Mississippi."", ""ok..i heard he is actor too..."", ""I don't know about that, but he began his musical career at Sun Records in 1954."", ""OK, what songs did he record there?""]",He recorded at least 24 songs at Sun Studio in Memphis.A blend of rhythm and jazz,"Elvis Presley recorded at least 24 songs at Sun Studio in Memphis, Tennessee, between 1953 and 1955.",HALLUCINATION,"{""surface"": ""He"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""Elvis Presley"", ""span"": [0, 22, 35]}, {""surface"": ""Elvis Presley"", ""span"": [1, 23, 36]}, {""surface"": ""Presley"", ""span"": [5, 0, 7]}]}"
fdt__294___2,fdt__294___2--0,"[""Hello! I love visiting national parks. You?"", ""I am a bot so visiting such places is not possible to me. Are you from Canada ? There National Parks are protected natural spaces."", ""Canada is fantastic! I wish I lived there instead of the U.S.. I wish we did a better job of protecting our parks."", ""You live in the US but have you ever visited Canada? Their first national park was established in 1885"", ""That sounds beautiful! I have been to The Grand Canyon and Yellowstone, but never went to Canada""]","What area did you visit?I have been Yellowstone a few times, it is actually in three states, Wyoming,Idaho, and Montana","Yellowstone National Park is a national park located in the U.S. states of Wyoming, Montana, and Idaho.",HALLUCINATION,"{""surface"": ""it"", ""span"": [61, 63]}","{""mentions"": [{""surface"": ""Yellowstone"", ""span"": [4, 59, 70]}]}"
fdt__296___0,fdt__296___0--0,"[""I love the walking dead!""]",who doesn't? lol it's the best post-apocalyptic horror tv series!,"The Walking Dead is an American post-apocalyptic horror television series developed by Frank Darabont for AMC that is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.",HALLUCINATION,"{""surface"": ""it"", ""span"": [17, 19]}","{""mentions"": [{""surface"": ""the walking dead"", ""span"": [0, 7, 23]}]}"
fdt__296___3,fdt__296___3--0,"[""I love the walking dead!"", ""Cool, do you like other series of the same genre as The Walking Dead (post-apocalyptic horror)?"", ""Yes, but The Walking Dead is my favorite, do you know who developed it?"", ""Of course I do, the television series The Walking Dead was developed by Frank Darabont"", ""I never knew that!"", ""And a lot of the series take place in Atlanta, Georgia, have you ever been there?"", ""I have not and I would have never guessed""]",I can't believe it premiered 8 years ago on october 31,"''The Walking Dead'' premiered in the United States on October 31, 2010, exclusively shown on cable television channel AMC and internationally on Fox International Channels.",HALLUCINATION,"{""surface"": ""it"", ""span"": [16, 18]}","{""mentions"": [{""surface"": ""the walking dead"", ""span"": [0, 7, 23]}, {""surface"": ""The Walking Dead"", ""span"": [1, 52, 68]}, {""surface"": ""The Walking Dead"", ""span"": [2, 9, 25]}, {""surface"": ""The Walking Dead"", ""span"": [3, 38, 54]}]}"
fdt__297___0,fdt__297___0--0,"[""Green was my favorite color as a kid, very common throughout the world""]","Indeed. It is the color between blue and yellow, happens to be my current favorite color, and my eye color",Green is the color between blue and yellow on the visible spectrum.,HALLUCINATION,"{""surface"": ""It"", ""span"": [8, 10]}","{""mentions"": [{""surface"": ""Green"", ""span"": [0, 0, 5]}]}"
fdt__300___0,fdt__300___0--0,"[""Genghis Khan was on of the greatest leaders of all time.""]","He was the Great Khan and the founder of the Mongol Empire, the largest empire in history.","Genghis Khan or Chinggis Khaan (born Temüjin, c. 1162 August 18, 1227), was the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death.",NON-HALLUCINATION,"{""surface"": ""He"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""Genghis Khan"", ""span"": [0, 0, 12]}]}"
fdt__300___2,fdt__300___2--0,"[""Genghis Khan was on of the greatest leaders of all time."", ""He was the Great Khan and the founder of the Mongol Empire, the largest empire in history."", ""I actually know a lot about him. I have a masters in History. Did you know he was born in Delüün Boldog in 1162"", ""I didn't know about this information, what I know about him is the fact that he united many nomadic tribes of Northeast Asia."", ""He would have never been able to take over the world. The celts in Scotland at the time would have smashed him. Interesting fact he had 13 kids.""]","In 1227, he died after defeating the Western Xia.",Genghis Khan died in 1227 after defeating the Western Xia.,NON-HALLUCINATION,"{""surface"": ""he"", ""span"": [9, 11]}","{""mentions"": [{""surface"": ""Genghis Khan"", ""span"": [0, 0, 12]}]}"
fdt__302___0,fdt__302___0--0,"[""i love cheerleading!""]",it is fun Cheerleading is an activity wherein the participants (referred to as ''cheerleaders'') cheer,Cheerleading is an activity wherein the participants (referred to as ''cheerleaders'') cheer for their team as a form of encouragement.,HALLUCINATION,"{""surface"": ""it"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""cheerleading"", ""span"": [0, 7, 19]}]}"
fdt__303___3,fdt__303___3--0,"[""Who even is Kurt Cobain?"", ""Kurt Cobain, or Kurt Donald Cobain, was an American singer, a musician and a songwriter."", ""Was he also part of a famous band?"", ""Yes, he was the singer and guitarist of Nirvana, he also formed the rock band."", ""Must be why he was so well known. Didn't he kill himself?"", ""I can't say definitively but the Seattle Police report said he had a shotgun across his body and a suicide note nearby."", ""Oh damn, that must've been horrifying to stumble upon.""]",I am sure he had just checked out of rehab and was reported as suicidal by his wife Courtney Love.,"Prior to his death, Cobain had checked out of a drug rehabilitation facility and had been reported as suicidal by his wife Courtney Love.",NON-HALLUCINATION,"{""surface"": ""he"", ""span"": [10, 12]}","{""mentions"": [{""surface"": ""Kurt Cobain"", ""span"": [0, 12, 23]}, {""surface"": ""Kurt Cobain"", ""span"": [1, 0, 11]}, {""surface"": ""Kurt Donald Cobain"", ""span"": [1, 16, 34]}]}"
fdt__304___0,fdt__304___0--0,"[""my favorite color is green""]","I like green too, it's between blue and yellow on the visible spectrum.",Green is the color between blue and yellow on the visible spectrum.,HALLUCINATION,"{""surface"": ""it"", ""span"": [18, 20]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 21, 26]}]}"
fdt__305___0,fdt__305___0--0,"[""Do you like winter? It is my favorite season""]",I love winter because I live in south Florida! It is definitely our coldest season of the year!,Winter is the coldest season of the year in polar and temperate zones (winter does not occur in the tropical zone).,HALLUCINATION,"{""surface"": ""It"", ""span"": [47, 49]}","{""mentions"": [{""surface"": ""winter"", ""span"": [0, 12, 18]}]}"
fdt__308___0,fdt__308___0--0,"[""I was surprised to find I loved The Walking Dead. Not my style, usually. Do you watch?""]",I tried a few times but found it wasn't for me.  I like zombie games though . How about you?  I play on the PS4.,"It is available for Android, iOS, Kindle Fire HDX, Microsoft Windows, Mac OS X, PlayStation 3, PlayStation Vita, Xbox 360, PlayStation 4 and Xbox One.",HALLUCINATION,"{""surface"": ""it"", ""span"": [30, 32]}","{""mentions"": [{""surface"": ""The Walking Dead"", ""span"": [0, 32, 48]}]}"
fdt__308___3,fdt__308___3--0,"[""I was surprised to find I loved The Walking Dead. Not my style, usually. Do you watch?"", ""No I don't actually but did you know its available on stuff like the Xbox One, PlayStation 4 and Kindle Fire?"", ""No but I think we're talking about two different things. Anyway, I've been thinking about playing Plants vs. Zombies, have you any info about it?"", ""Yes, it's about a homeowner using various plants to stop a zombie army from entering their home."", ""Cool, is the game available on mobile, specifically the iOS system?"", ""Yes, there's an version for that in 2010 and a iPad HD version as well."", ""Okay, I'll definitely download it when I get back. You know, I've also been thinking of getting a PS4 for the Walking Dead game, can you give me some info on the PS4?""]",Playstation 4 is my favorite place to play games.  It's the 8th generation of consoles.  I can't wait until the 9th generation!  Do you have any consoles?,PlayStation 4 (PS4) is a line of eighth-generation home video game consoles developed by Sony Interactive Entertainment.,HALLUCINATION,"{""surface"": ""It"", ""span"": [51, 53]}","{""mentions"": [{""surface"": ""PlayStation 4"", ""span"": [1, 79, 92]}, {""surface"": ""PS4"", ""span"": [6, 98, 101]}, {""surface"": ""PS4"", ""span"": [6, 162, 165]}]}"
fdt__316___3,fdt__316___3--0,"[""Tell me about John grisham"", ""He's a best-selling author, an attorney, and a politician. He's best known for his legal thrillers."", ""Tell me about some of his thrillers"", ""His very first  novel, ''A Time to Kill'' was published in June of 1989, 4 years after he started writing it."", ""Wow, was he educated in the Literary Arts?"", ""I'm not sure. He did practice criminal law for about 10 years, then became a representative from Mississippi."", ""Wow a lawyer turned Author? that's so cool""]","He has nine novels that have been made into movies so if you don't want to read them all, you can buy the DVD. One I like at the holidays is ''Skipping Christmas'' Its a funny movie, not a thriller","Eight of his other novels have also been adapted into films: ''The Chamber'', ''The Client'', ''A Painted House'', ''The Pelican Brief'', ''The Rainmaker'', ''The Runaway Jury'', ''Skipping Christmas'', and ''A Time to Kill''.",HALLUCINATION,"{""surface"": ""He"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""John grisham"", ""span"": [0, 14, 26]}]}"
fdt__321___1,fdt__321___1--0,"[""Have you heard of the band Guns N' Roses? They are my favorite band ever"", ""Sure the band was formed inn 1985 in Los Angeles, California. What is your favorite album?"", ""Id say my favorite is Appetite for destruction""]",Yes that is  good.  They have released six studio albums and sold more than 100 million records worldwide.,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",HALLUCINATION,"{""surface"": ""They"", ""span"": [20, 24]}","{""mentions"": [{""surface"": ""Guns N' Roses"", ""span"": [0, 27, 40]}]}"
fdt__323___0,fdt__323___0--0,"[""Do you like Harry Potter? I have to admit I have not read any books or seen any of the movies.""]","I have seen a couple of the movies when I was younger, im not a huge fan though! Everyone seems to love the series, i know it was produced by J.K Rowling.",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,HALLUCINATION,"{""surface"": ""it"", ""span"": [123, 125]}","{""mentions"": [{""surface"": ""Harry Potter"", ""span"": [0, 12, 24]}]}"
fdt__323___4,fdt__323___4--0,"[""Do you like Harry Potter? I have to admit I have not read any books or seen any of the movies."", ""I'm indifferent to it, but know that it was produced by J.K. Rowling."", ""I vaguely know the characters and storylines, mostly from friends and family who are fans."", ""I can tell you some about that, its about Harry Potter and his friends and they're all students at Hogwarts, a school for Witchcraft and Wizardry."", ""I live in Florida, not far away from the Wizarding World theme park, I want to go and drink butterbeer!"", ""Neat, I know that Universal Orlando there is the 2nd largest after Walt Disney World Resort."", ""What else has J.K. Rowling done outside of the Harry Potter series?"", ""J. K. Rowling is a screenwriter and producer, I can't find much information about her other works than Harry Potter."", ""I guess she doesn't want to go away from what made her rich! I wonder how much those movies and books have made.""]",not sure but i heard in the series she cites several other writers as her influencers,Writer J. K. Rowling cites several writers as influences in her creation of her bestselling ''Harry Potter'' series.,HALLUCINATION,"{""surface"": ""she"", ""span"": [35, 38]}","{""mentions"": [{""surface"": ""J.K. Rowling"", ""span"": [1, 56, 68]}, {""surface"": ""J.K. Rowling"", ""span"": [6, 14, 26]}, {""surface"": ""J. K. Rowling"", ""span"": [7, 0, 13]}]}"
fdt__327___0,fdt__327___0--0,"[""Hi, I love Elvis Presley. How about you?""]",I also am a fan.  He began his career way back in 1954,"His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.",HALLUCINATION,"{""surface"": ""He"", ""span"": [18, 20]}","{""mentions"": [{""surface"": ""Elvis Presley"", ""span"": [0, 11, 24]}]}"
fdt__327___1,fdt__327___1--0,"[""Hi, I love Elvis Presley. How about you?"", ""Not one here but what year did you become his fan? He begun his music career during 1954."", ""I can't really remember, I've just been a fan of his music for a long time. It's a shame he passed so early, do you know what year that was?""]","Well he died in 1977, at the age of 42.  That ended is career as a singer and actor","Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, musician, and actor.",HALLUCINATION,"{""surface"": ""he"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""Elvis Presley"", ""span"": [0, 11, 24]}]}"
fdt__329___0,fdt__329___0--0,"[""I lvoe bowling! Do you?""]","Yes, it's so fun. I love rolling and knocking down the pins and targets",Bowling is a sport or leisure activity in which a player rolls or throws a bowling ball towards a target.,HALLUCINATION,"{""surface"": ""it"", ""span"": [5, 7]}","{""mentions"": [{""surface"": ""bowling"", ""span"": [0, 7, 14]}]}"
fdt__332___1,fdt__332___1--0,"[""I am on instagram and love to see all the cool pics everyone posts"", ""What about your pics, do you like to post them on this photo-sharing application and service called Instagram ?"", ""I don't post very often, what I like about Instagram is that makes it easy to keep up with what family and friends are doing""]","yes, i agree with you! I can't believe it was created in 2010 and excusevily for IOS operating system","It was created by Kevin Systrom and Mike Krieger, and launched in October 2010 as a free mobile app exclusively for the iOS operating system.",HALLUCINATION,"{""surface"": ""it"", ""span"": [39, 41]}","{""mentions"": [{""surface"": ""instagram"", ""span"": [0, 8, 17]}, {""surface"": ""Instagram"", ""span"": [1, 100, 109]}, {""surface"": ""Instagram"", ""span"": [2, 43, 52]}]}"
fdt__332___2,fdt__332___2--0,"[""I am on instagram and love to see all the cool pics everyone posts"", ""What about your pics, do you like to post them on this photo-sharing application and service called Instagram ?"", ""I don't post very often, what I like about Instagram is that makes it easy to keep up with what family and friends are doing"", ""So, for how lond do you and your family and friends have an Instagram account? I know that Instagram was launched on October 2010"", ""I believe we all created an account on Instagram at the same time we created one on Facebook""]",me too. Now it's owned by Facebook,It is owned by Facebook.,HALLUCINATION,"{""surface"": ""it"", ""span"": [12, 14]}","{""mentions"": [{""surface"": ""instagram"", ""span"": [0, 8, 17]}, {""surface"": ""Instagram"", ""span"": [1, 100, 109]}, {""surface"": ""Instagram"", ""span"": [2, 43, 52]}, {""surface"": ""Instagram"", ""span"": [3, 60, 69]}, {""surface"": ""Instagram"", ""span"": [3, 91, 100]}, {""surface"": ""Instagram"", ""span"": [4, 39, 48]}]}"
fdt__333___0,fdt__333___0--0,"[""I always wanted to learn how to do archery. What can you tell me about it?""]",It is a cool sport actually!  You use the skill of using a bow to shoot arrows at targets (or people - - whichever),"Archery is the sport, practice or skill of using a bow to propel arrows.",HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""archery"", ""span"": [0, 35, 42]}]}"
fdt__335___4,fdt__335___4--0,"[""I love chihuahuas, I have 2 of them."", ""So, do you like small dogs? chihuahua is the smalles breed of dog"", ""Yep, they get a bad rap about their demeanor too. Most people say they're mean but one of mine is the sweetest ever."", ""Cool, did you know that the breed is originally from mexico, as archaeological finds show?"", ""I've always wondered if they came from the city Chihuahua, Mexico. My sister in law visited there once."", ""Well, the breed was actually name after Chihuahua, the state in mexico"", ""Ah so that makes sense why mine think they're gods lol"", ""Are you talking about gods in the aztec religion, the religion of the aztecs ?"", ""Yes, I was reading about this mesoamerican religion""]",Absolutely they even mad wheeled dog toys representing the  Chihuahua kids could carry around with for good luck and fun.,"In fact, wheeled dog toys representing the Chihuahua have been unearthed across Mesoamerica from Mexico to El Salvador.",HALLUCINATION,"{""surface"": ""they"", ""span"": [11, 15]}","{""mentions"": [{""surface"": ""the aztecs"", ""span"": [7, 66, 76]}]}"
fdt__336___3,fdt__336___3--0,"[""Have you ever been waterfowl hunting?"", ""No, I've never been, as I'm a bot. Have you ever been waterfowl hunting? It's also called wildfowling in the UK."", ""Sort of yes, it is duckhunting and you sometimes have a dog with you to retrieve them"", ""Oh, I see. Do you have a shotgun? They can be used with shot or with slugs."", ""Yes, usually you'd use shot for this type of hunting."", ""It seems in some countries hunting waterfowl for commercial purposes is banned."", ""That is how it is here as well, I think that makes good sense though""]",So I guess people started hunting them for food. I cannot imagine that they would taste too good.,"Wild waterfowl have been hunted for food, down, and feathers worldwide since prehistoric times.",HALLUCINATION,"{""surface"": ""they"", ""span"": [71, 75]}","{""mentions"": [{""surface"": ""waterfowl"", ""span"": [5, 35, 44]}]}"
fdt__338___0,fdt__338___0--0,"[""i think skiing is for rich people""]","Same here, I've never tried skiing whether it was for recreation or for transport.","Skiing can be a means of transport, a recreational activity or a competitive winter sport in which the participant uses skis to glide on snow.",HALLUCINATION,"{""surface"": ""it"", ""span"": [43, 45]}","{""mentions"": [{""surface"": ""skiing"", ""span"": [0, 8, 14]}]}"
fdt__338___2,fdt__338___2--0,"[""i think skiing is for rich people"", ""Really? It can be used as a form of transport."", ""yeah the equipment is too expensive, even if you rent"", ""Do you watch competitive skiing, like those events the International Olympic Committee recognizes?"", ""That's cool. Do you have any favorite skiers?""]","Not really, but it has been around for so long, or about five millennia.",Skiing has a history of almost five millennia.,HALLUCINATION,"{""surface"": ""it"", ""span"": [16, 18]}","{""mentions"": [{""surface"": ""skiing"", ""span"": [0, 8, 14]}]}"
fdt__342___1,fdt__342___1--0,"[""I love chocolate bars.  Have you ever heard of Dylan's Candy Bar?"", ""I know that the daughter of Ralph Lauren, Dylan Lauren owns it."", ""Who is Dylan Lauren?""]",She is an american entrepreneur!,"Dylan Lauren (born May 9, 1974) is an American entrepreneur.",NON-HALLUCINATION,"{""surface"": ""She"", ""span"": [0, 3]}","{""mentions"": [{""surface"": ""Dylan Lauren"", ""span"": [1, 42, 54]}, {""surface"": ""Dylan Lauren"", ""span"": [2, 7, 19]}]}"
fdt__342___2,fdt__342___2--0,"[""I love chocolate bars.  Have you ever heard of Dylan's Candy Bar?"", ""I know that the daughter of Ralph Lauren, Dylan Lauren owns it."", ""Who is Dylan Lauren?"", ""She is an american entrepreneur!"", ""I see.  She is a fashion designer?  What kind of clothes does she make?""]","She does not focus too much on clothes, her goal is to merge fashion and candy with art","Lauren said that her goal was to ''merge fashion, art and pop candy culture''.",HALLUCINATION,"{""surface"": ""She"", ""span"": [0, 3]}","{""mentions"": [{""surface"": ""Dylan Lauren"", ""span"": [1, 42, 54]}, {""surface"": ""Dylan Lauren"", ""span"": [2, 7, 19]}]}"
fdt__345___0,fdt__345___0--0,"[""I just ordered all the Harry Potter books and look forward to reading them""]","I have never read any books by the British author J.K. Rowling, it does sound like an interesting series though",Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,HALLUCINATION,"{""surface"": ""it"", ""span"": [64, 66]}","{""mentions"": [{""surface"": ""Harry Potter"", ""span"": [0, 23, 35]}]}"
fdt__346___0,fdt__346___0--0,"[""I love American football dont you?""]",I do too! It's a great team sport played on a rectangular field between two goalposts.,"American football, referred to as football in the United States and Canada, and also known as gridiron football or simply gridiron, is a team sport played by two teams of eleven players on a rectangular field with goalposts at each end.",HALLUCINATION,"{""surface"": ""It"", ""span"": [10, 12]}","{""mentions"": [{""surface"": ""American football"", ""span"": [0, 7, 24]}]}"
fdt__359___2,fdt__359___2--0,"[""my favorite color is green"", ""That is the color between blue and yellow."", ""if I recall it is a secondary color since it is made up of two primary colors"", ""That's interesting. A lot of creatures have become green to adapt to their surroundings."", ""i wonder if green is the most common color in nature""]",I am not sure but I know it is common in plants.,"Green is common in nature, especially in plants.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [25, 27]}","{""mentions"": [{""surface"": ""green"", ""span"": [0, 21, 26]}, {""surface"": ""green"", ""span"": [3, 51, 56]}, {""surface"": ""green"", ""span"": [4, 12, 17]}]}"
fdt__360___1,fdt__360___1--0,"[""I love reading John Grisham books. He has some really good stories"", ""Since you love his books, do you know anything about him at all? I know that he was born February 8, 1955 and his full name is actually John Ray Grisham Jr"", ""I don't know anything about his personal life, but I would like to know where he is from""]","He lives outside Oxford, Mississippi. His books have been translated into 42 languages.",His books have been translated into 42 languages and published worldwide.,HALLUCINATION,"{""surface"": ""He"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""John Grisham"", ""span"": [0, 15, 27]}, {""surface"": ""John Ray Grisham Jr"", ""span"": [1, 136, 155]}]}"
