context_id,id,context,claim,evidence_text,response_label,pronoun_info,referent_info
fdr__465___2,fdr__465___2--0,"[""hello I like toyota cars and own one"", ""Oh really? Did you know Toyota is also the leader of hybrid electric vehicle sales? They are also advocating for hybrid vehicles adoption."", ""No, I haven't heard about that. I bet they're selling a lot of cars if they can say that."", ""Yeah, they got 10 million sales of their hybrid Toyota and Lexus car models. This was achieved in the first month of 2017 as well."", ""that many hybrids,  you know I do not think I ever seen a Lexus hybrid, only Toyota""]","Yes, I just recently found that out too. Toyota produces automobiles under five brands. They're Toyota (obviously), Hino, Lexus, Ranz, daihatsu. Although, I imagine a couple of those are more familiar in other countries.","Toyota Motor Corporation produces vehicles under five brands, including the Toyota brand, Hino, Lexus, Ranz, and Daihatsu.",HALLUCINATION,"{""surface"": ""They"", ""span"": [88, 92]}","{""mentions"": [{""surface"": ""Toyota"", ""span"": [4, 77, 83]}]}"
fdr__465___3,fdr__465___3--0,"[""hello I like toyota cars and own one"", ""Oh really? Did you know Toyota is also the leader of hybrid electric vehicle sales? They are also advocating for hybrid vehicles adoption."", ""No, I haven't heard about that. I bet they're selling a lot of cars if they can say that."", ""Yeah, they got 10 million sales of their hybrid Toyota and Lexus car models. This was achieved in the first month of 2017 as well."", ""that many hybrids,  you know I do not think I ever seen a Lexus hybrid, only Toyota"", ""Did you know that Toyota does not just produce Toyota and Lexus? Have you heard of its other three brands? They're called Daihatsu, Hino, and Ranz."", ""never heard of them but the name daihatsu seems familiar""]","They also hold around 15% stake in Subaru Corporation, around 6% in Isuzu.","It also holds a 16.66% stake in Subaru Corporation, a 5.9% stake in Isuzu, as well as joint-ventures with two in China (GAC Toyota and Sichuan FAW Toyota Motor), one in India (Toyota Kirloskar), one in the Czech Republic (TPCA), along with several ''nonautomotive'' companies.",NON-HALLUCINATION,"{""surface"": ""They"", ""span"": [0, 4]}","{""mentions"": [{""surface"": ""toyota"", ""span"": [0, 13, 19]}, {""surface"": ""Toyota"", ""span"": [1, 24, 30]}, {""surface"": ""Toyota"", ""span"": [3, 48, 54]}, {""surface"": ""Toyota"", ""span"": [4, 77, 83]}, {""surface"": ""Toyota"", ""span"": [5, 18, 24]}, {""surface"": ""Toyota"", ""span"": [5, 47, 53]}]}"
fdr__466___0,fdr__466___0--0,"[""Veganism is something that I respect but at the same time I just couldn't do it myself.""]",Veganism is not using either animal products or eating animal products and i dont care for it,"Veganism is both the practice of abstaining from the use of animal products, particularly in diet, and an associated philosophy that rejects the commodity status of animals.",HALLUCINATION,"{""surface"": ""it"", ""span"": [91, 93]}","{""mentions"": [{""surface"": ""Veganism"", ""span"": [0, 0, 8]}]}"
fdr__466___3,fdr__466___3--0,"[""Veganism is something that I respect but at the same time I just couldn't do it myself."", ""I see, veganism involves not eating animals, but also not seeing them as commodities."", ""Yeah, but I love eating meat and drinking milk and all that."", ""I see, well, the followers of the diet are called vegans."", ""That makes sense. Anything about  veganism that isn't as commonly known?"", ""There are multiple categories and distinctions of vegans"", ""Are there? What categories are there then?""]",Ethical vegans dont follow the diet but do it for ethical reasons,"The term ''ethical vegan'' is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [43, 45]}","{""mentions"": [{""surface"": ""diet"", ""span"": [3, 34, 38]}]}"
fdr__467___0,fdr__467___0--0,"[""I was diagnosed with anxiety 3 years ago. Have you dealt with anything like that?""]",There are a number of anxiety disorders. I do suffer from anxiety myself and it can be very debilitating sometimes.,"There are a number of anxiety disorders: including generalized anxiety disorder, specific phobia, social anxiety disorder, separation anxiety disorder, agoraphobia, panic disorder, and selective mutism.",HALLUCINATION,"{""surface"": ""it"", ""span"": [77, 79]}","{""mentions"": [{""surface"": ""anxiety"", ""span"": [0, 21, 28]}]}"
fdr__467___2,fdr__467___2--0,"[""I was diagnosed with anxiety 3 years ago. Have you dealt with anything like that?"", ""I am a bot so that is not onw of my features. But I know that there are many anxiety disorders. Some of them are generalized anxiety, specifi phobia, social anxiety, panic disorder and others"", ""I have generalized anxiety and social anxiety, I'm always surprised at little things that can be big triggers."", ""There are a number of anxiety disorders: such as generalized anxiety disorder, specific phobia, social anxiety disorder, separation anxiety disorder, agoraphobia, panic disorder."", ""I have had panic attacks in the past but thankfully they have lessened recently. I also have OCD which can compound my anxiety.""]",I have social anxiety. It is not fun to go in public and can be triggered by anything.,"Stammering may be present, along with rapid speech.",HALLUCINATION,"{""surface"": ""It"", ""span"": [23, 25]}","{""mentions"": [{""surface"": ""social anxiety"", ""span"": [1, 150, 164]}, {""surface"": ""social anxiety"", ""span"": [2, 31, 45]}, {""surface"": ""social anxiety disorder"", ""span"": [3, 96, 119]}]}"
fdr__468___0,fdr__468___0--0,"[""Have you watched the lord of the rings? I've never liked this movie""]","I have not, but I know that it began as a sequal to Tolkien's 1937 ''The Hobbit''","The story began as a sequel to Tolkien's 1937 fantasy novel ''The Hobbit'', but eventually developed into a much larger work.",NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [28, 30]}","{""mentions"": [{""surface"": ""the lord of the rings"", ""span"": [0, 17, 38]}]}"
fdr__468___2,fdr__468___2--0,"[""Have you watched the lord of the rings? I've never liked this movie"", ""I have not, but I know that it began as a sequal to Tolkien's 1937 ''The Hobbit''"", ""Oh, i've never heard about that movie!"", ""It was actually a book.  It's still recognized as a classic in children's literature."", ""Children's literature? Wow! I would never thought it was children's literature""]","Oh yes, it is classified in one of two ways genre, or intended age of the reader.",Modern children's literature is classified in two different ways: genre or the intended age of the reader.,NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [8, 10]}","{""mentions"": [{""surface"": ""children's literature"", ""span"": [3, 63, 84]}, {""surface"": ""Children's literature"", ""span"": [4, 0, 21]}, {""surface"": ""children's literature"", ""span"": [4, 57, 78]}]}"
fdr__469___2,fdr__469___2--0,"[""My kids want me to take them camping, and I know absolutely nothing about it!"", ""Well, camping involves staying in a tent or similar shelter outdoors away from home. What else would you like to know?"", ""Yikes, what am I getting myself into?!  So what do I need to take the kids on a campout?"", ""If you're staying in a tent, you'll need that. I don't really know what else, right now. What do you plan to do while camping?"", ""I guess I'll be cooking. How will I cook the food?""]","Well you'll have to make a fire or bring some sort of non-electric cooking element, unless you're a survavilist camper, they don't use such tools.","Survivalist campers set off with as little as possible to get by, whereas recreational vehicle travelers arrive equipped with their own electricity, heat, and patio furniture.",HALLUCINATION,"{""surface"": ""they"", ""span"": [120, 124]}","{""mentions"": [{""surface"": ""cooking"", ""span"": [4, 16, 23]}]}"
fdr__469___4,fdr__469___4--0,"[""My kids want me to take them camping, and I know absolutely nothing about it!"", ""Well, camping involves staying in a tent or similar shelter outdoors away from home. What else would you like to know?"", ""Yikes, what am I getting myself into?!  So what do I need to take the kids on a campout?"", ""If you're staying in a tent, you'll need that. I don't really know what else, right now. What do you plan to do while camping?"", ""I guess I'll be cooking. How will I cook the food?"", ""Well, are you planning just to recreationally camp, or is this more a survivalist camping. Recreational vehicle campers actually bring along what they need. Survival campers bring as little as they can get away with."", ""That doesn't sound like too much fun, in my opinion!  It will be dark, so how will I be able to see anything?"", ""Since you'll be staying overnight, you'll need some sort of light. Unfortunately, I don't know the answer to your question."", ""You've been a big help!  Who knows, maybe I'll end up enjoying myself!  LOL""]","I hope so, many people enjoy camping and it can even be enjoyed across all four season!",Camping can be enjoyed through all four seasons.,HALLUCINATION,"{""surface"": ""it"", ""span"": [41, 43]}","{""mentions"": [{""surface"": ""camping"", ""span"": [0, 29, 36]}, {""surface"": ""camping"", ""span"": [1, 6, 13]}, {""surface"": ""campout"", ""span"": [2, 80, 87]}, {""surface"": ""camping"", ""span"": [3, 118, 125]}, {""surface"": ""camping"", ""span"": [5, 82, 89]}]}"
fdr__472___0,fdr__472___0--0,"[""I think multilingualism is so important in today's society, don't you?""]","You know...  really do. For an individual speaker to speak more than one language, it opens the door for so much.","Multilingualism is the use of more than one language, either by an individual speaker or by a community of speakers.",HALLUCINATION,"{""surface"": ""it"", ""span"": [83, 85]}","{""mentions"": [{""surface"": ""multilingualism"", ""span"": [0, 8, 23]}]}"
fdr__475___1,fdr__475___1--0,"[""Justin Beiber seems to really jump in and out of the spotlight constantly."", ""Yes, did you know he is from Canada?"", ""I did. Some of his music isn't too bad, but I don't care much for it. When did he start releasing music?""]",For a musican that was discovered for his awesome Youtube videos and signed  I think he must be good,"After a talent manager discovered him through his YouTube videos covering songs in 2008 and signed to RBMG, Bieber released his debut EP, ''My World'', in late 2009.",HALLUCINATION,"{""surface"": ""he"", ""span"": [85, 87]}","{""mentions"": [{""surface"": ""Justin Beiber"", ""span"": [0, 0, 13]}]}"
fdr__478___2,fdr__478___2--0,"[""Hi, do you like dogs?"", ""As I am a bot I don't have preferences over animals. But I know a bit about the subject. Did you know that the Basenji dog is a hunting dog breed?"", ""Oh, those are cool. I have seen them on the Westminster Dog Show, but I've never met one in person. I have a Havanese."", ""Wow, are you Cuban? I know that the Havanese are the national dog of cuba!"", ""No, not Cuban, but yes they are the national dog of Cuba! Apparently all the Havanese in the US are descended from a handful that came here from Cuba during the revolution!""]","Wow! So amazing- imagine,  they were the first species to be domesticated!","The dog was the first species to be domesticated and has been selectively bred over millennia for various behaviors, sensory capabilities, and physical attributes.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [27, 31]}","{""mentions"": [{""surface"": ""Havanese"", ""span"": [2, 109, 117]}, {""surface"": ""Havanese"", ""span"": [3, 36, 44]}, {""surface"": ""Havanese"", ""span"": [4, 77, 85]}]}"
fdr__478___3,fdr__478___3--0,"[""Hi, do you like dogs?"", ""As I am a bot I don't have preferences over animals. But I know a bit about the subject. Did you know that the Basenji dog is a hunting dog breed?"", ""Oh, those are cool. I have seen them on the Westminster Dog Show, but I've never met one in person. I have a Havanese."", ""Wow, are you Cuban? I know that the Havanese are the national dog of cuba!"", ""No, not Cuban, but yes they are the national dog of Cuba! Apparently all the Havanese in the US are descended from a handful that came here from Cuba during the revolution!"", ""Wow! So amazing- imagine,  they were the first species to be domesticated!"", ""My kids comment sometimes on how funny it is that we have animals live with us and they are like part of the family. Why dogs, and not, say, squirrels? LOL""]","Exactly! And imagine, they came from a breed of widely abundant terrestrial carnivore. How did we manage to domesticate them?","The domestic dog is a member of the genus ''Canis'', which forms part of the wolf-like canids, and is the most widely abundant terrestrial carnivore.",HALLUCINATION,"{""surface"": ""they"", ""span"": [22, 26]}","{""mentions"": [{""surface"": ""dogs"", ""span"": [0, 16, 20]}, {""surface"": ""dogs"", ""span"": [6, 121, 125]}]}"
fdr__479___1,fdr__479___1--0,"[""Pit bulls are great dogs, but quite often they are misunderstood."", ""Oh are they?  I know they are a kind of dog."", ""Pit bulls are a descendant of bulldogs! Maybe that's where the ''bull'' comes from. What do you think?""]","Pit Bulls were originally developed as fighting dogs, so i'm sure that is how they received their reputation.",Many of these breeds were originally developed as fighting dogs from cross breeding bull-baiting dogs (used to hold the faces and heads of larger animals such as bulls) and terriers.,HALLUCINATION,"{""surface"": ""they"", ""span"": [78, 82]}","{""mentions"": [{""surface"": ""Pit bulls"", ""span"": [0, 0, 9]}, {""surface"": ""Pit bulls"", ""span"": [2, 0, 9]}]}"
fdr__479___2,fdr__479___2--0,"[""Pit bulls are great dogs, but quite often they are misunderstood."", ""Oh are they?  I know they are a kind of dog."", ""Pit bulls are a descendant of bulldogs! Maybe that's where the ''bull'' comes from. What do you think?"", ""I have no clue.  Originally, they were developed as dogs for fighting.  They cross bred bull-baiting dogs and terriers."", ""They do sometimes serve as search and rescue and police dogs, so they do have a purpose. I have friends that own them and they are wonderful pets if trained correctly.""]","I'm not certain that i would own one as a pet, but they have been used in the modern era as farm dogs to drive cattle or other livestock.","After the use of dogs in blood sports was banned, such dogs were used as catch dogs in the United States for semi-wild cattle and hogs, to hunt and drive livestock, and as family companions.",HALLUCINATION,"{""surface"": ""they"", ""span"": [51, 55]}","{""mentions"": [{""surface"": ""Pit bulls"", ""span"": [0, 0, 9]}, {""surface"": ""Pit bulls"", ""span"": [2, 0, 9]}]}"
fdr__479___3,fdr__479___3--0,"[""Pit bulls are great dogs, but quite often they are misunderstood."", ""Oh are they?  I know they are a kind of dog."", ""Pit bulls are a descendant of bulldogs! Maybe that's where the ''bull'' comes from. What do you think?"", ""I have no clue.  Originally, they were developed as dogs for fighting.  They cross bred bull-baiting dogs and terriers."", ""They do sometimes serve as search and rescue and police dogs, so they do have a purpose. I have friends that own them and they are wonderful pets if trained correctly."", ""Oh is that so?  I know that besides being used as family companions, they have been used in the US as catch dogs for hogs and semi-wild cattle.  They've also been used to drive livestock!"", ""I have cats, so I don't think they'd get along with a pit bull, but I'd consider it otherwise. They are certainly a working breed!""]","Unfortunately, even though dog fighting has been banned, they are still the breed of choice in underground, illegal dog fighting operations.","Despite dog fighting now being illegal in the United States, it still exists as an underground activity, and pit bulls are a common breed of choice.",HALLUCINATION,"{""surface"": ""they"", ""span"": [57, 61]}","{""mentions"": [{""surface"": ""Pit bulls"", ""span"": [0, 0, 9]}, {""surface"": ""Pit bulls"", ""span"": [2, 0, 9]}, {""surface"": ""pit bull"", ""span"": [6, 54, 62]}]}"
fdr__480___0,fdr__480___0--0,"[""I'm learning how to play the piano.""]","That's wonderful. It is a beautiful instrument, invented in Italy in the 1700s by Bartolomeo Cristofori.","The piano is an acoustic, stringed musical instrument invented in Italy by Bartolomeo Cristofori around the year 1700 (the exact year is uncertain), in which the strings are struck by hammers.",HALLUCINATION,"{""surface"": ""It"", ""span"": [18, 20]}","{""mentions"": [{""surface"": ""the piano"", ""span"": [0, 25, 34]}]}"
fdr__480___2,fdr__480___2--0,"[""I'm learning how to play the piano."", ""That's very interesting! Did you know it was actually invented in 1700? An inventor, Bartolomeo Cristofori, made it in Italy."", ""No I haven't actually looked into the history at all. Can you describe the mechanisms of playing the piano though? I get the piano makes noises but not sure really how."", ""Well there are hammers in the piano. When the keys are pressed, the hammers hit the strings."", ""Oh, so that's how it works. How are modern pianos different from the ones used in the past?""]","The main difference is that the ''fortepianos'', as they were then called, had a quieter sound and smaller range than their modern counterparts.",The first fortepianos in the 1700s had a quieter sound and smaller dynamic range.,NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [52, 56]}","{""mentions"": [{""surface"": ""the ones used in the past"", ""span"": [4, 65, 90]}]}"
fdr__480___4,fdr__480___4--0,"[""I'm learning how to play the piano."", ""That's very interesting! Did you know it was actually invented in 1700? An inventor, Bartolomeo Cristofori, made it in Italy."", ""No I haven't actually looked into the history at all. Can you describe the mechanisms of playing the piano though? I get the piano makes noises but not sure really how."", ""Well there are hammers in the piano. When the keys are pressed, the hammers hit the strings."", ""Oh, so that's how it works. How are modern pianos different from the ones used in the past?"", ""The main difference is that the ''fortepianos'', as they were then called, had a quieter sound and smaller range than their modern counterparts."", ""Interesting. Are there different types of pianos?"", ""I cannot answer that. However, have you heard of Steinways & Sons? It was a piano company that was created in 1853."", ""I have one actually! That's what I'll be practicing on. Do they make a lot of pianos?""]",Yes they do. Their factory in New York makes pianos for the Americas and their Hamburg factory manufactures pianos for the rest of the world.,The factory in Queens supplies the Americas and the factory in Hamburg supplies the rest of the world.,NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [4, 8]}","{""mentions"": [{""surface"": ""Steinways & Sons"", ""span"": [7, 49, 65]}]}"
fdr__483___0,fdr__483___0--0,"[""I love to play the drums, I got a set in middle school but haven't played it in a few years.""]","That's awesome, it's a fun hobby. I played in a metal band which was fun.","A drum kit consists of a mix of drums (categorized classically as membranophones, Hornbostel-Sachs high-level classification 2) and idiophones - most significantly cymbals, but can also include the woodblock and cowbell (classified as Hornbostel-Sachs high-level classification 1).",HALLUCINATION,"{""surface"": ""it"", ""span"": [16, 18]}","{""mentions"": [{""surface"": ""drums"", ""span"": [0, 19, 24]}]}"
fdr__485___0,fdr__485___0--0,"[""I love drinking caffeine!""]",Me too!  It's a central nervous system stimulant!,Caffeine is a central nervous system (CNS) stimulant of the methylxanthine class.,HALLUCINATION,"{""surface"": ""It"", ""span"": [9, 11]}","{""mentions"": [{""surface"": ""caffeine"", ""span"": [0, 16, 24]}]}"
fdr__487___4,fdr__487___4--0,"[""Thinking about taking violin lessons, do you know anything about playing the violin?"", ""Yes! Just to make sure, we're talking about the wooden string instrument, sometimes called a fiddle right?"", ""Yes, do you play?"", ""I'm a bot, I can't play musical instruments. But I can tell you that most violins are hollow and made of wood."", ""How cool! I am from the country and we often call a violin a fiddle lol"", ""Nice! It's the highest pitched instrument in the string family."", ""I love the sound a violin makes and I know the violin was first known in 16th-century Italy,"", ""Cool! They are used in many different musical genres. What type of music do you prefer?"", ""I prefer Indian classical music and Indian light music""]",I actually visited India earlier this year! Is the music the Hindustani music and Carnatic variety? It developed in different areas of India.,"India's classical music tradition, including Hindustani music and Carnatic, has a history spanning millennia and developed over several areas.",HALLUCINATION,"{""surface"": ""It"", ""span"": [100, 102]}","{""mentions"": [{""surface"": ""Indian classical music"", ""span"": [8, 9, 31]}]}"
fdr__488___1,fdr__488___1--0,"[""Do you know a lot about the NBA or other athletes?"", ""Well, I know about Dwyane Wade, who plays for Cleveland. Are you a fan?"", ""I am a fan of the Miami Heat. I wish we did better this playoffs!""]",Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left,The Miami Heat are an American professional basketball team based in Miami.,HALLUCINATION,"{""surface"": ""it"", ""span"": [42, 44]}","{""mentions"": [{""surface"": ""Miami Heat"", ""span"": [2, 18, 28]}]}"
fdr__488___2,fdr__488___2--0,"[""Do you know a lot about the NBA or other athletes?"", ""Well, I know about Dwyane Wade, who plays for Cleveland. Are you a fan?"", ""I am a fan of the Miami Heat. I wish we did better this playoffs!"", ""Ah, yes. The Miami Heat basketball team. What are your opinions on them?"", ""LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player.""]","Well, I think Lebron James made the best choice, I mean he was able to give the Cavaliers a championship. Pretty amazing.","LeBron Raymone James (; born December 30, 1984) is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association (NBA).",HALLUCINATION,"{""surface"": ""he"", ""span"": [56, 58]}","{""mentions"": [{""surface"": ""LeBron"", ""span"": [4, 0, 6]}]}"
fdr__491___2,fdr__491___2--0,"[""I just discovered star trek and Ii really like watching star trek"", ""Gene Roddenberry created it based upon science fiction and it is American media."", ""was the show created in the mid 60s?"", ""Yes, the first series was called just Star trek and debuted in 1966"", ""how long the show aired?""]",Not sure. It followe dthe adventure of Captain James Kirk and his crew abroad the USS enterprise.,"It followed the interstellar adventures of Captain James T. Kirk (William Shatner) and his crew aboard the starship USS ''Enterprise'', a space exploration vessel, built by the United Federation of Planets in the twenty-third century.",NON-HALLUCINATION,"{""surface"": ""It"", ""span"": [10, 12]}","{""mentions"": [{""surface"": ""star trek"", ""span"": [0, 18, 27]}, {""surface"": ""star trek"", ""span"": [0, 56, 65]}, {""surface"": ""Star trek"", ""span"": [3, 38, 47]}]}"
fdr__493___0,fdr__493___0--0,"[""hello, i have red hair and proud of it""]",It naturally occurs in only 1-2 percent of the population? Is yours natural? Red hair is always quite lovely,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""red hair"", ""span"": [0, 14, 22]}]}"
fdr__493___1,fdr__493___1--0,"[""hello, i have red hair and proud of it"", ""Unique! It naturally occurs in only 1-2 percent of the population. Is yours natural?"", ""yes mine is natural and is lovely""]",Ah the best color is always the natural red. It usually occurs more in nothern and western european people. Are you or your ancestors from somewhere like that?,"It occurs more frequently (2–6%) in people of northern or western European ancestry, and less frequently in other populations.",HALLUCINATION,"{""surface"": ""It"", ""span"": [45, 47]}","{""mentions"": [{""surface"": ""red hair"", ""span"": [0, 14, 22]}]}"
fdr__494___1,fdr__494___1--0,"[""Can you give me more information about a divorce?"", ""Sure! Divorce is essentially the termination of a marriage between two people."", ""How does one get a divorce?""]",Typically you want to talk to lawyer but it really varies considerably around the world.,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",HALLUCINATION,"{""surface"": ""it"", ""span"": [41, 43]}","{""mentions"": [{""surface"": ""divorce"", ""span"": [0, 41, 48]}, {""surface"": ""Divorce"", ""span"": [1, 6, 13]}, {""surface"": ""divorce"", ""span"": [2, 19, 26]}]}"
fdr__495___0,fdr__495___0--0,"[""I would love to see a performance by the Royal Ballet.""]",I would too.  They opened way back in 1931 and are considered to be the flagship Ballet in London,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",HALLUCINATION,"{""surface"": ""They"", ""span"": [14, 18]}","{""mentions"": [{""surface"": ""the Royal Ballet"", ""span"": [0, 37, 53]}]}"
fdr__495___1,fdr__495___1--0,"[""I would love to see a performance by the Royal Ballet."", ""That's nice. Did you know that was founded back in 1931, and became the flagship ballet for Britain in 1956?"", ""Wow! I had no idea they had been around that long.  What else can you tell me about them?""]","Even after being around for so long, they are still on the most famous ballet companies in the world.","The Royal Ballet was one of the foremost ballet companies of the 20th century, and continues to be one of the world's most famous ballet companies to this day, generally noted for its artistic and creative values.",NON-HALLUCINATION,"{""surface"": ""they"", ""span"": [37, 41]}","{""mentions"": [{""surface"": ""the Royal Ballet"", ""span"": [0, 37, 53]}]}"
fdr__496___2,fdr__496___2--0,"[""I'm freaking out! I don't know what to do. My child is turning 7 this weekend and I don't know what to get her."", ""That is complicated. But parenting is all about promoting the physical, social, emotional and intellectual child development from infancy until the kid is an adult"", ""I agree. I wonder if a should get her a Transformers toy. I loved those as a kid."", ""Yeah! Its a toys produced by the American toy company Hasbro and Japanese company Takara (now known as Takara Tomy"", ""I used to love watching the Transformers Armada tv show when I was her age. Do you think she would like to watch that with me?""]","She could! Launched in 1984, Hasbro's Transformers toyline was promoted through both a comic book by Marvel Comics and an animated series","Launched in 1984, Hasbro's Transformers toyline was promoted through both a comic book by Marvel Comics and an animated series produced by Sunbow Productions and Marvel Productions.",NON-HALLUCINATION,"{""surface"": ""She"", ""span"": [0, 3]}","{""mentions"": [{""surface"": ""My child"", ""span"": [0, 43, 51]}]}"
fdr__499___3,fdr__499___3--0,"[""The beginning of school for most kids"", ""Hey, did you know that kindergarten is part of the from-home-to-school transition? It is based on, singing, playing and also social interaction"", ""Yes, most kids start at six when entering."", ""Yeah, but the attending age ranges from 2 to 7 years old."", ""kids will learn the sounds of the alphabet."", ""Yes, but there are other writing systems, like Syllabaries and logographies"", ""Very interesting. Kids will graduated from kinder into first grade with cap and gown.""]","The cap and gown is common at graduations nowadays, but it used to be used daily in academic settings.","Contemporarily, it is commonly seen only at graduation ceremonies, but formerly academic dress was, and to a lesser degree in many ancient universities still is, worn daily.",HALLUCINATION,"{""surface"": ""it"", ""span"": [56, 58]}","{""mentions"": [{""surface"": ""cap and gown"", ""span"": [6, 72, 84]}]}"
fdr__501___0,fdr__501___0--0,"[""I sure am a fan of Pop music these days. It is so much fun to listen too!""]","Pop music is a genre of popular music that originated in its modern form in the United States , and yes it is fun to listen to",Pop music is a genre of popular music that originated in its modern form in the United States and United Kingdom during the mid-1950s.,HALLUCINATION,"{""surface"": ""it"", ""span"": [104, 106]}","{""mentions"": [{""surface"": ""Pop music"", ""span"": [0, 19, 28]}]}"
fdr__501___3,fdr__501___3--0,"[""I sure am a fan of Pop music these days. It is so much fun to listen too!"", ""Oh you are?  Did you know it's a popular music genre that started in the US and UK in the 1950's?"", ""Yeah, I thought it was an American thing. :)"", ""Heh.  Did you know that pop music is considered a distinguished genre from chart music?"", ""Hmm no I didn't.  How would you describe pop music, anyhow?"", ""Pop music is eclectic, and often borrows elements from other styles such as urban, dance"", ""That's cool! It does sound like a mix of all that.""]",Identifying factors include generally short to medium-length songs written in a basic format it is really interesting,"Identifying factors include generally short to medium-length songs written in a basic format (often the verse-chorus structure), as well as common use of repeated choruses, melodic tunes, and hooks.",HALLUCINATION,"{""surface"": ""it"", ""span"": [93, 95]}","{""mentions"": [{""surface"": ""Pop music"", ""span"": [0, 19, 28]}, {""surface"": ""pop music"", ""span"": [3, 24, 33]}, {""surface"": ""pop music"", ""span"": [4, 41, 50]}, {""surface"": ""Pop music"", ""span"": [5, 0, 9]}]}"
fdr__502___0,fdr__502___0--0,"[""Do you know anything like karate""]","I don't really know anything about karate, but it was taught in Japan after the Taisho era.",It was systematically taught in Japan after the Taishō era.,NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [47, 49]}","{""mentions"": [{""surface"": ""karate"", ""span"": [0, 26, 32]}]}"
fdr__502___3,fdr__502___3--0,"[""Do you know anything like karate"", ""I don't really know anything about karate, but it was taught in Japan after the Taisho era."", ""OK, tell me more about it"", ""The first university karate club in Japan was the Keio University started in 1924."", ""That's good. I need more update on that"", ""The Keio Univerity is a private university in Minato, Tokyo."", ""Have you practiced karate before""]",I have never practiced it. Keio University has 11 campuses in Tokyo and Kanagawa.,It has eleven campuses in Tokyo and Kanagawa.,NON-HALLUCINATION,"{""surface"": ""it"", ""span"": [23, 25]}","{""mentions"": [{""surface"": ""karate"", ""span"": [0, 26, 32]}, {""surface"": ""karate"", ""span"": [1, 35, 41]}, {""surface"": ""karate"", ""span"": [3, 21, 27]}, {""surface"": ""karate"", ""span"": [6, 19, 25]}]}"
fdr__502___4,fdr__502___4--0,"[""Do you know anything like karate"", ""I don't really know anything about karate, but it was taught in Japan after the Taisho era."", ""OK, tell me more about it"", ""The first university karate club in Japan was the Keio University started in 1924."", ""That's good. I need more update on that"", ""The Keio Univerity is a private university in Minato, Tokyo."", ""Have you practiced karate before"", ""I have never practiced it. Keio University has 11 campuses in Tokyo and Kanagawa."", ""That's good information for me I think I love karate""]",It could be something good to learn. Karate is catered to those with a casual interest and a deep study of the art.,"Karate schools began appearing across the world, catering to those with casual interest as well as those seeking a deeper study of the art.",HALLUCINATION,"{""surface"": ""It"", ""span"": [0, 2]}","{""mentions"": [{""surface"": ""karate"", ""span"": [0, 26, 32]}, {""surface"": ""karate"", ""span"": [1, 35, 41]}, {""surface"": ""karate"", ""span"": [3, 21, 27]}, {""surface"": ""karate"", ""span"": [6, 19, 25]}, {""surface"": ""karate"", ""span"": [8, 46, 52]}]}"
fdr__503___0,fdr__503___0--0,"[""i would like to know about bank tellers""]",My mom was a bank teller.  They are the bank employees who deal directly with customers!,A bank teller (often abbreviated to simply teller) is an employee of a bank who deals directly with customers.,HALLUCINATION,"{""surface"": ""They"", ""span"": [27, 31]}","{""mentions"": [{""surface"": ""bank tellers"", ""span"": [0, 27, 39]}]}"
fdr__504___2,fdr__504___2--0,"[""I love running for exercise!  I feel so good after a long run!"", ""That sounds interesting. Did you know that running as a term encompasses all speeds? So jogging and sprinting are both examples."", ""Oh really? I never thought about it like that. How does the definition work versus walking?"", ""Walking means that a foot is always touching the ground. In addition, the legs stay mostly straight."", ""That sounds a bit confusing since I feel like running still has the foot basically touching the ground just very briefly. Oh well, at least everyone can do it basically if they have working legs.""]","Hmm, a few miles I would say. I have never ran competitively but can see why it is the worlds most accessible sport",Running has been described as the world's most accessible sport.,HALLUCINATION,"{""surface"": ""it"", ""span"": [77, 79]}","{""mentions"": [{""surface"": ""running"", ""span"": [0, 7, 14]}, {""surface"": ""running"", ""span"": [1, 43, 50]}, {""surface"": ""running"", ""span"": [4, 46, 53]}]}"
